# Program:featureCounts v1.5.1; Command:"featureCounts" "-T" "24" "-s" "2" "-S" "fr" "-p" "-B" "-C" "-P" "-d" "40" "-D" "4000" "-t" "gene" "-g" "gene_id" "-a" "/opt/ngs_indexes/models/mm/mm10/gencode.vM14.annotation.gtf" "-o" "merged_counts/cytoplasmic.Naive.b1/all/all_counts.txt" "merged_bams_mm10_vM14/cytoplasmic.Naive.b1/cytoplasmic.Naive.000.b1.bam" "merged_bams_mm10_vM14/cytoplasmic.Naive.b1/cytoplasmic.Naive.010.b1.bam" "merged_bams_mm10_vM14/cytoplasmic.Naive.b1/cytoplasmic.Naive.020.b1.bam" "merged_bams_mm10_vM14/cytoplasmic.Naive.b1/cytoplasmic.Naive.030.b1.bam" "merged_bams_mm10_vM14/cytoplasmic.Naive.b1/cytoplasmic.Naive.040.b1.bam" "merged_bams_mm10_vM14/cytoplasmic.Naive.b1/cytoplasmic.Naive.060.b1.bam" "merged_bams_mm10_vM14/cytoplasmic.Naive.b1/cytoplasmic.Naive.090.b1.bam" "merged_bams_mm10_vM14/cytoplasmic.Naive.b1/cytoplasmic.Naive.120.b1.bam" 
Geneid	Chr	Start	End	Strand	Length	merged_bams_mm10_vM14/cytoplasmic.Naive.b1/cytoplasmic.Naive.000.b1.bam	merged_bams_mm10_vM14/cytoplasmic.Naive.b1/cytoplasmic.Naive.010.b1.bam	merged_bams_mm10_vM14/cytoplasmic.Naive.b1/cytoplasmic.Naive.020.b1.bam	merged_bams_mm10_vM14/cytoplasmic.Naive.b1/cytoplasmic.Naive.030.b1.bam	merged_bams_mm10_vM14/cytoplasmic.Naive.b1/cytoplasmic.Naive.040.b1.bam	merged_bams_mm10_vM14/cytoplasmic.Naive.b1/cytoplasmic.Naive.060.b1.bam	merged_bams_mm10_vM14/cytoplasmic.Naive.b1/cytoplasmic.Naive.090.b1.bam	merged_bams_mm10_vM14/cytoplasmic.Naive.b1/cytoplasmic.Naive.120.b1.bam
ENSMUSG00000046167.5	chr9	54286486	54341786	+	55301	0	0	0	1	0	0	0	0
ENSMUSG00000041268.17	chr9	54365158	54501626	-	136469	2000	3436	2307	2180	3147	5533	2503	2577
ENSMUSG00000087801.1	chr9	54537185	54537402	+	218	0	0	0	0	0	0	0	0
ENSMUSG00000046460.14	chr9	54538984	54545020	+	6037	0	0	0	0	0	0	0	0
ENSMUSG00000037493.6	chr9	54544794	54560218	-	15425	47	66	38	29	53	78	40	32
ENSMUSG00000032279.11	chr9	54586334	54604661	+	18328	379	440	415	312	470	781	375	344
ENSMUSG00000032281.11	chr9	54604877	54661870	-	56994	0	0	1	0	0	1	1	0
ENSMUSG00000110867.1	chr9	54691136	54691502	-	367	0	1	2	0	1	2	0	1
ENSMUSG00000032285.15	chr9	54698873	54716315	+	17443	5	5	5	14	8	22	7	7
ENSMUSG00000093441.1	chr9	54708313	54708381	+	69	0	0	0	0	0	0	0	0
ENSMUSG00000061559.15	chr9	54714735	54734519	-	19785	393	507	371	264	580	867	406	312
ENSMUSG00000032291.8	chr9	54764748	54773110	+	8363	0	0	0	9	0	0	0	0
ENSMUSG00000111686.1	chr9	54824661	54825282	-	622	9	12	8	5	22	32	15	8
ENSMUSG00000032293.8	chr9	54863789	54912530	+	48742	2323	3300	2548	2171	3521	5605	2644	2732
ENSMUSG00000035878.13	chr9	54917283	54949924	+	32642	6	19	9	8	19	17	7	6
ENSMUSG00000044820.6	chr9	54950230	54950998	-	769	2	1	1	0	0	1	1	1
ENSMUSG00000032301.13	chr9	54950790	54958030	+	7241	1612	1837	1525	1168	2070	3177	1604	1384
ENSMUSG00000035594.10	chr9	54980880	55007779	+	26900	0	0	0	0	0	0	1	4
ENSMUSG00000032303.7	chr9	55010111	55026562	-	16452	0	0	0	0	0	0	0	0
ENSMUSG00000035200.7	chr9	55028154	55048779	-	20626	0	0	0	0	0	0	0	0
ENSMUSG00000111050.1	chr9	55030783	55039429	+	8647	0	0	0	0	0	0	0	0
ENSMUSG00000111750.1	chr9	55054804	55055238	+	435	0	0	0	0	0	0	0	0
ENSMUSG00000111157.1	chr9	55064927	55067463	-	2537	0	0	0	0	0	0	0	0
ENSMUSG00000110793.1	chr9	55094326	55095370	-	1045	0	0	0	0	0	0	0	0
ENSMUSG00000032307.16	chr9	55148854	55207529	+	58676	1223	1947	1388	1136	1797	3681	1590	2075
ENSMUSG00000032309.15	chr9	55208925	55224433	+	15509	843	1140	814	669	946	1494	602	581
ENSMUSG00000032311.17	chr9	55220222	55326844	-	106623	18	48	35	55	71	438	63	179
ENSMUSG00000082744.1	chr9	55305288	55306380	+	1093	0	0	0	0	0	0	0	1
ENSMUSG00000032313.11	chr9	55326913	55438345	+	111433	15	49	17	25	44	349	47	194
ENSMUSG00000032314.14	chr9	55454508	55512243	-	57736	266	504	259	231	320	683	248	364
ENSMUSG00000110926.1	chr9	55518569	55519289	+	721	0	1	0	0	3	4	0	1
ENSMUSG00000032318.12	chr9	55538672	55546180	+	7509	0	1	0	0	0	0	0	1
ENSMUSG00000090270.1	chr9	55539549	55540888	-	1340	0	0	0	0	0	0	0	0
ENSMUSG00000034007.10	chr9	55549879	55938119	-	388241	337	843	345	380	418	926	254	435
ENSMUSG00000064472.1	chr9	55555622	55555712	-	91	0	0	0	0	0	0	0	0
ENSMUSG00000111662.1	chr9	55938252	55952409	+	14158	7	30	10	7	8	4	1	6
ENSMUSG00000050702.6	chr9	55962589	56010550	-	47962	0	0	0	0	0	0	0	0
ENSMUSG00000110957.1	chr9	56021340	56022174	+	835	0	0	0	0	0	0	0	0
ENSMUSG00000110989.1	chr9	56027742	56030169	+	2428	0	0	0	0	0	0	0	0
ENSMUSG00000032320.7	chr9	56041845	56061882	+	20038	604	746	611	481	808	1283	691	784
ENSMUSG00000032322.14	chr9	56089962	56128888	+	38927	932	1523	966	774	1325	2176	923	1132
ENSMUSG00000032324.11	chr9	56131725	56165477	-	33753	1366	1733	1451	1213	2118	3679	1939	1822
ENSMUSG00000074305.9	chr9	56201126	56418067	-	216942	3711	5969	3855	3452	5240	8818	3896	3939
ENSMUSG00000076281.1	chr9	56223715	56223771	-	57	0	0	0	0	0	0	0	0
ENSMUSG00000099543.1	chr9	56239285	56240751	-	1467	0	0	0	0	0	0	0	0
ENSMUSG00000097111.1	chr9	56257890	56267780	+	9891	11	11	17	19	12	21	7	21
ENSMUSG00000102617.1	chr9	56263599	56265167	+	1569	0	0	0	0	0	0	0	0
ENSMUSG00000102419.1	chr9	56414031	56416066	-	2036	0	0	0	0	0	0	0	0
ENSMUSG00000032329.4	chr9	56418609	56496936	+	78328	961	1572	991	906	1220	1949	722	590
ENSMUSG00000111343.1	chr9	56504825	56506661	-	1837	6	4	2	2	2	5	5	1
ENSMUSG00000110821.1	chr9	56539905	56540232	+	328	0	0	0	0	0	0	0	0
ENSMUSG00000111201.1	chr9	56543756	56544097	+	342	0	0	0	0	0	0	0	0
ENSMUSG00000097870.2	chr9	56606693	56614473	+	7781	0	0	0	0	0	0	0	0
ENSMUSG00000049556.5	chr9	56618475	56796468	-	177994	0	0	0	0	0	0	0	0
ENSMUSG00000111037.1	chr9	56798962	56801261	-	2300	0	0	0	0	0	0	0	0
ENSMUSG00000045620.7	chr9	56848659	56864679	-	16021	0	0	0	1	0	0	0	0
ENSMUSG00000032911.6	chr9	56865033	56899870	+	34838	0	1	0	5	1	3	2	2
ENSMUSG00000110888.1	chr9	56903461	56904996	+	1536	0	0	0	0	0	0	0	0
ENSMUSG00000032733.6	chr9	56917193	56928371	-	11179	909	1216	921	707	1116	1286	427	332
ENSMUSG00000111629.1	chr9	56931631	56933545	+	1915	0	0	0	0	0	0	0	0
ENSMUSG00000110930.1	chr9	56932431	56933268	-	838	0	0	0	0	0	0	0	0
ENSMUSG00000032288.9	chr9	56937475	56938398	+	924	360	449	374	302	443	602	263	144
ENSMUSG00000055334.4	chr9	56950878	56983206	+	32329	42	66	48	34	59	101	41	48
ENSMUSG00000032290.7	chr9	56994923	57062807	+	67885	663	956	698	648	920	1502	669	883
ENSMUSG00000074284.6	chr9	57056630	57071966	-	15337	4	17	7	3	4	11	4	1
ENSMUSG00000042557.14	chr9	57072040	57128366	+	56327	1374	1883	1327	1206	2011	3589	1638	1347
ENSMUSG00000097334.1	chr9	57075216	57076013	-	798	5	22	15	11	18	20	4	8
ENSMUSG00000086728.2	chr9	57099950	57131290	-	31341	44	88	35	26	23	50	21	21
ENSMUSG00000032295.15	chr9	57130690	57142722	+	12033	1090	1603	1166	928	1519	2345	1212	996
ENSMUSG00000032298.13	chr9	57142800	57148305	-	5506	145	217	169	123	206	338	140	94
ENSMUSG00000032299.10	chr9	57155035	57158331	-	3297	529	762	562	458	666	1169	538	388
ENSMUSG00000100282.1	chr9	57175275	57186108	+	10834	0	0	0	0	0	0	0	0
ENSMUSG00000070298.6	chr9	57236556	57249864	+	13309	0	0	1	0	1	1	0	0
ENSMUSG00000032300.7	chr9	57253117	57262612	-	9496	1732	2380	1998	1425	1977	2623	1308	809
ENSMUSG00000111457.1	chr9	57328661	57329415	-	755	0	0	0	0	0	0	0	0
ENSMUSG00000066626.5	chr9	57334128	57334754	+	627	0	0	0	0	0	0	0	0
ENSMUSG00000063849.6	chr9	57385095	57440124	-	55030	113	276	172	104	118	202	66	84
ENSMUSG00000040722.7	chr9	57441327	57468060	-	26734	2555	3478	2596	2210	3532	5122	2191	1756
ENSMUSG00000111380.1	chr9	57482976	57483569	+	594	1	0	1	0	0	0	0	0
ENSMUSG00000111414.1	chr9	57483810	57485304	+	1495	11	11	19	10	22	38	17	15
ENSMUSG00000074280.6	chr9	57483963	57484371	+	409	0	0	0	0	0	0	0	0
ENSMUSG00000062309.8	chr9	57504026	57505448	+	1423	2	1	2	3	1	3	1	2
ENSMUSG00000000088.7	chr9	57521274	57532426	+	11153	1431	1440	1397	1143	1992	3301	1457	1366
ENSMUSG00000097445.1	chr9	57531287	57537629	-	6343	3	11	4	3	2	8	2	1
ENSMUSG00000032305.15	chr9	57537528	57543184	+	5657	679	822	697	527	670	808	271	243
ENSMUSG00000032306.14	chr9	57544256	57552763	-	8508	388	492	388	294	525	716	359	262
ENSMUSG00000040188.10	chr9	57560943	57588795	+	27853	4569	6322	4425	3996	6458	9267	4099	3867
ENSMUSG00000032308.9	chr9	57589452	57596233	+	6782	279	356	306	267	383	535	189	150
ENSMUSG00000039714.9	chr9	57599992	57606281	-	6290	0	0	1	3	0	0	0	1
ENSMUSG00000056271.13	chr9	57607085	57620774	-	13690	0	2	4	5	1	2	1	8
ENSMUSG00000032312.7	chr9	57626646	57653631	-	26986	4505	5724	4532	3536	5765	8475	3641	3220
ENSMUSG00000032310.4	chr9	57676937	57683703	-	6767	0	0	0	0	0	0	0	0
ENSMUSG00000032315.6	chr9	57687928	57703824	+	15897	1	0	0	0	0	0	1	0
ENSMUSG00000038957.13	chr9	57708540	57752499	+	43960	466	762	455	367	558	703	295	243
ENSMUSG00000032316.8	chr9	57750624	57765860	-	15237	861	1325	988	887	1298	2489	1253	1240
ENSMUSG00000091908.7	chr9	57777865	57834295	+	56431	1	4	0	0	3	5	1	10
ENSMUSG00000004661.15	chr9	57790353	57836793	-	46441	386	693	419	405	508	638	201	337
ENSMUSG00000055720.10	chr9	57910979	57929968	+	18990	462	674	454	331	649	1132	506	501
ENSMUSG00000038264.8	chr9	57940112	57962865	+	22754	2	5	2	5	5	23	33	55
ENSMUSG00000097604.1	chr9	57998041	58007451	+	9411	0	0	0	0	0	0	0	0
ENSMUSG00000032323.13	chr9	58006411	58027023	+	20613	0	1	0	1	3	1	0	2
ENSMUSG00000037716.15	chr9	58028677	58118823	-	90147	0	0	0	0	0	0	0	1
ENSMUSG00000086624.1	chr9	58032274	58048997	+	16724	0	0	0	0	0	0	0	0
ENSMUSG00000032327.14	chr9	58063788	58153996	+	90209	0	0	0	0	0	0	0	0
ENSMUSG00000085753.1	chr9	58117815	58118989	+	1175	0	0	0	0	0	0	0	0
ENSMUSG00000037206.15	chr9	58156268	58204306	-	48039	0	0	0	10	0	0	0	2
ENSMUSG00000110969.1	chr9	58192045	58192192	-	148	0	0	0	0	0	0	0	0
ENSMUSG00000051243.14	chr9	58196297	58204319	-	8023	0	0	0	0	0	0	0	0
ENSMUSG00000057818.8	chr9	58202897	58208808	+	5912	0	0	0	0	0	0	0	0
ENSMUSG00000036986.16	chr9	58218076	58249786	-	31711	2303	3291	2154	1961	3033	4389	1906	3244
ENSMUSG00000098886.1	chr9	58221150	58221254	+	105	0	0	0	0	0	0	0	0
ENSMUSG00000032333.6	chr9	58253164	58262520	+	9357	583	875	555	422	628	793	297	377
ENSMUSG00000032334.10	chr9	58287738	58313186	-	25449	0	0	1	39	0	0	0	1
ENSMUSG00000036244.5	chr9	58359704	58370455	-	10752	0	0	0	0	0	0	0	0
ENSMUSG00000100487.1	chr9	58370504	58374183	+	3680	0	0	0	0	0	0	0	0
ENSMUSG00000097651.2	chr9	58455122	58469635	+	14514	0	0	0	0	0	0	0	0
ENSMUSG00000066607.5	chr9	58488603	58499780	+	11178	0	0	0	9	0	0	0	0
ENSMUSG00000035914.11	chr9	58524298	58555437	-	31140	11	20	20	22	15	44	23	34
ENSMUSG00000103486.1	chr9	58554799	58555829	+	1031	0	0	0	0	0	0	0	1
ENSMUSG00000032336.17	chr9	58582240	58657955	+	75716	4086	5693	4677	3897	5851	10885	4699	7532
ENSMUSG00000074269.10	chr9	58652850	58743964	-	91115	0	0	0	0	1	3	1	4
ENSMUSG00000093473.1	chr9	58695844	58696011	-	168	0	0	0	0	0	0	0	0
ENSMUSG00000032338.9	chr9	58823412	58863175	+	39764	0	0	0	0	0	0	2	12
ENSMUSG00000032340.8	chr9	58874687	59036441	-	161755	89	127	83	67	124	166	63	42
ENSMUSG00000111846.1	chr9	58979251	59033856	+	54606	0	2	0	1	1	0	1	0
ENSMUSG00000066592.3	chr9	59145677	59146210	-	534	0	0	1	0	0	0	0	0
ENSMUSG00000110789.1	chr9	59191410	59235071	-	43662	0	0	0	0	0	0	0	0
ENSMUSG00000025236.11	chr9	59291558	59324052	+	32495	411	514	381	340	483	818	400	354
ENSMUSG00000025235.8	chr9	59321990	59353508	-	31519	141	204	116	93	164	210	75	90
ENSMUSG00000025234.11	chr9	59388258	59486618	-	98361	3026	4596	3424	3016	4139	7997	3559	4791
ENSMUSG00000090516.1	chr9	59471759	59472233	-	475	0	0	0	0	0	0	0	0
ENSMUSG00000111852.1	chr9	59499361	59512865	-	13505	1	3	0	2	0	3	1	2
ENSMUSG00000049526.8	chr9	59518685	59539847	-	21163	63	140	101	90	83	253	81	118
ENSMUSG00000025232.8	chr9	59539540	59565109	+	25570	31071	39939	31323	25222	44564	68693	32500	25562
ENSMUSG00000032297.11	chr9	59577917	59607292	+	29376	0	2	0	0	0	0	2	7
ENSMUSG00000025237.16	chr9	59617284	59650285	+	33002	205	359	248	205	271	495	190	214
ENSMUSG00000032294.17	chr9	59656368	59679375	+	23008	10158	12718	11038	8757	12950	22151	10722	9528
ENSMUSG00000111394.1	chr9	59672814	59676700	+	3887	0	0	0	0	0	0	0	0
ENSMUSG00000074259.10	chr9	59680144	59718874	+	38731	0	2	0	0	0	1	1	6
ENSMUSG00000051705.13	chr9	59734259	59750710	-	16452	309	411	321	215	355	408	116	67
ENSMUSG00000039585.15	chr9	59750896	59928866	+	177971	2438	3664	2456	2312	3258	5261	2201	2504
ENSMUSG00000087239.1	chr9	59766717	59767203	-	487	0	0	0	0	0	0	0	0
ENSMUSG00000110803.1	chr9	59826257	59941077	-	114821	6	1	2	2	6	7	5	1
ENSMUSG00000085116.1	chr9	59844327	59844603	-	277	0	0	0	0	0	0	0	0
ENSMUSG00000111833.1	chr9	59884984	59885397	-	414	0	0	0	0	0	0	0	0
ENSMUSG00000032292.8	chr9	59942771	59960659	-	17889	0	0	0	0	0	0	0	0
ENSMUSG00000084913.3	chr9	59951285	59959044	+	7760	0	0	0	0	0	0	0	1
ENSMUSG00000084847.7	chr9	59957511	59961801	-	4291	0	0	0	0	0	0	0	0
ENSMUSG00000032289.15	chr9	59966931	60522046	-	555116	0	0	0	2	0	0	0	1
ENSMUSG00000088090.1	chr9	60042069	60042179	-	111	0	0	0	0	0	0	0	0
ENSMUSG00000111296.1	chr9	60334142	60334968	+	827	0	0	0	0	0	0	0	0
ENSMUSG00000111065.1	chr9	60391793	60393757	-	1965	0	0	0	0	0	0	0	0
ENSMUSG00000088550.1	chr9	60419863	60419985	+	123	0	0	0	0	0	0	0	0
ENSMUSG00000111761.1	chr9	60523967	60545882	-	21916	0	0	0	0	0	0	0	0
ENSMUSG00000111809.1	chr9	60527419	60546035	+	18617	0	0	0	0	0	0	0	0
ENSMUSG00000111667.1	chr9	60535660	60536254	+	595	0	0	0	0	0	0	0	0
ENSMUSG00000111512.1	chr9	60548195	60549543	+	1349	0	0	0	0	0	0	0	0
ENSMUSG00000047766.15	chr9	60568859	60688158	-	119300	88	168	98	90	137	258	100	151
ENSMUSG00000097734.1	chr9	60687719	60690397	+	2679	6	5	2	2	8	7	3	2
ENSMUSG00000034839.5	chr9	60712989	60738801	+	25813	5	8	2	4	12	9	5	6
ENSMUSG00000095956.2	chr9	60743120	60770276	+	27157	0	0	1	0	0	0	0	0
ENSMUSG00000034485.10	chr9	60794542	60880370	+	85829	179	245	165	128	263	379	155	170
ENSMUSG00000052143.8	chr9	60821552	60838200	-	16649	0	0	0	0	0	0	0	0
ENSMUSG00000111444.1	chr9	60919223	60949373	+	30151	0	0	0	0	0	0	0	0
ENSMUSG00000111290.1	chr9	61013481	61019797	+	6317	1	2	1	0	1	1	2	2
ENSMUSG00000111147.1	chr9	61032212	61059116	+	26905	8	16	5	6	7	12	6	1
ENSMUSG00000111180.1	chr9	61049009	61055819	-	6811	1	0	2	0	0	1	0	0
ENSMUSG00000111169.1	chr9	61081951	61117839	+	35889	0	0	0	0	0	0	0	0
ENSMUSG00000111354.1	chr9	61102229	61127031	-	24803	0	0	0	0	0	0	0	0
ENSMUSG00000111807.1	chr9	61103012	61105385	-	2374	0	0	0	0	0	0	0	0
ENSMUSG00000110998.1	chr9	61138515	61145259	+	6745	0	0	0	0	0	0	0	0
ENSMUSG00000111449.1	chr9	61206679	61212916	+	6238	0	0	0	0	0	0	0	0
ENSMUSG00000111658.1	chr9	61259227	61293809	-	34583	0	0	0	0	0	0	0	1
ENSMUSG00000074256.3	chr9	61370797	61372193	-	1397	1	7	0	0	0	4	1	4
ENSMUSG00000032280.16	chr9	61372366	61418497	+	46132	2275	3429	2293	2062	3421	5169	3549	4927
ENSMUSG00000111033.1	chr9	61442591	61455947	+	13357	0	0	0	0	0	0	0	3
ENSMUSG00000111635.1	chr9	61472591	61472986	-	396	0	0	0	0	0	0	0	0
ENSMUSG00000111381.1	chr9	61509723	61534247	+	24525	0	0	0	1	0	1	0	0
ENSMUSG00000111739.1	chr9	61763084	61763442	+	359	0	0	0	0	0	0	0	0
ENSMUSG00000110968.1	chr9	61851704	61852615	+	912	0	0	0	0	0	0	0	0
ENSMUSG00000007892.8	chr9	61913284	61914542	-	1259	10652	11856	11839	9816	16344	26205	12039	10376
ENSMUSG00000032254.10	chr9	61915905	61946774	-	30870	546	708	494	376	738	1080	496	196
ENSMUSG00000032278.11	chr9	61953481	62026856	-	73376	2	4	1	3	6	11	3	1
ENSMUSG00000088743.1	chr9	62020594	62020686	+	93	0	0	0	0	0	0	0	0
ENSMUSG00000032252.14	chr9	62057248	62122655	-	65408	701	1011	749	594	1050	1733	892	994
ENSMUSG00000092696.1	chr9	62122518	62122594	-	77	0	0	0	0	0	0	0	0
ENSMUSG00000110826.1	chr9	62241670	62243997	+	2328	0	0	0	0	0	0	0	0
ENSMUSG00000111232.1	chr9	62242596	62244100	-	1505	0	0	0	0	0	0	0	0
ENSMUSG00000088986.1	chr9	62242763	62242867	-	105	0	0	0	0	0	0	0	0
ENSMUSG00000046846.4	chr9	62270729	62282208	-	11480	0	0	0	0	0	0	0	0
ENSMUSG00000111193.1	chr9	62298502	62336649	+	38148	0	0	0	0	0	0	0	0
ENSMUSG00000032249.14	chr9	62341293	62378812	+	37520	2188	2742	2162	1640	2832	4829	2342	2233
ENSMUSG00000041729.15	chr9	62419492	62537044	-	117553	142	277	149	114	277	383	205	108
ENSMUSG00000084540.1	chr9	62515029	62515137	+	109	0	0	0	0	0	0	0	0
ENSMUSG00000032243.8	chr9	62677826	62783982	+	106157	0	0	0	10	0	1	0	1
ENSMUSG00000111537.1	chr9	62789904	62790411	+	508	0	0	0	0	0	0	0	0
ENSMUSG00000032244.9	chr9	62791821	62811934	-	20114	6251	7958	6824	5256	8622	16346	10085	7761
ENSMUSG00000097672.1	chr9	62804478	62808234	+	3757	0	0	0	0	0	1	0	0
ENSMUSG00000032245.12	chr9	62838785	62852006	+	13222	1650	2194	1654	1330	2289	3110	1424	1182
ENSMUSG00000074250.11	chr9	62841477	62868000	-	26524	3	1	2	3	4	5	1	41
ENSMUSG00000111805.1	chr9	62856066	62856462	+	397	0	0	0	0	0	0	0	0
ENSMUSG00000032246.14	chr9	62858080	62875921	+	17842	1	6	5	7	2	4	4	2
ENSMUSG00000032405.10	chr9	62878368	62987924	-	109557	1589	2727	1751	1543	2073	3844	1435	2504
ENSMUSG00000064855.1	chr9	63027560	63027717	+	158	0	0	0	0	0	0	0	0
ENSMUSG00000111144.1	chr9	63080267	63082973	-	2707	0	0	0	0	0	0	0	0
ENSMUSG00000111297.1	chr9	63117201	63117654	+	454	0	0	0	0	0	0	0	0
ENSMUSG00000094201.1	chr9	63133283	63133389	+	107	0	0	0	0	0	0	0	0
ENSMUSG00000022245.15	chr9	63138170	63148961	-	10792	1	0	1	1	1	0	1	0
ENSMUSG00000058444.8	chr9	63163768	63377902	-	214135	538	1684	692	768	795	1635	458	745
ENSMUSG00000032403.8	chr9	63394447	63399246	-	4800	92	98	73	71	110	189	77	69
ENSMUSG00000086539.8	chr9	63398601	63568691	+	170091	48	206	46	24	20	36	7	22
ENSMUSG00000037801.13	chr9	63421455	63602493	-	181039	7	9	6	6	6	11	1	7
ENSMUSG00000093137.1	chr9	63442319	63442460	+	142	0	0	0	0	0	0	0	0
ENSMUSG00000091866.1	chr9	63443166	63444075	-	910	0	0	0	0	0	0	0	0
ENSMUSG00000037257.8	chr9	63602660	63644588	+	41929	2172	3270	2320	1857	3033	4203	1740	1416
ENSMUSG00000032402.12	chr9	63646767	63757994	-	111228	936	1652	1109	1126	1437	2943	1243	1061
ENSMUSG00000111137.1	chr9	63801193	63801797	-	605	0	0	0	0	0	0	0	0
ENSMUSG00000110768.1	chr9	63898265	63898802	+	538	5	4	5	2	5	8	2	4
ENSMUSG00000111058.1	chr9	63926655	63937121	-	10467	0	0	0	1	1	0	0	0
ENSMUSG00000036867.7	chr9	63953076	64022059	-	68984	7	15	9	13	21	24	7	4
ENSMUSG00000093616.1	chr9	64038465	64041465	-	3001	0	0	0	0	0	0	0	0
ENSMUSG00000088988.1	chr9	64048496	64048590	+	95	0	0	0	0	0	0	0	0
ENSMUSG00000097036.1	chr9	64049829	64054100	+	4272	0	0	1	1	1	0	1	1
ENSMUSG00000093759.1	chr9	64080761	64086961	+	6201	0	2	1	4	2	2	2	3
ENSMUSG00000032401.15	chr9	64117147	64138118	+	20972	0	0	0	2	0	0	0	0
ENSMUSG00000032400.17	chr9	64137144	64173104	-	35961	67	79	61	33	102	145	89	36
ENSMUSG00000032399.8	chr9	64173375	64178666	+	5292	11690	14429	12066	9895	17032	26988	13292	10170
ENSMUSG00000065752.1	chr9	64175048	64175115	+	68	0	0	0	0	0	0	0	0
ENSMUSG00000094411.1	chr9	64175423	64175521	+	99	0	0	0	0	0	0	0	0
ENSMUSG00000064918.2	chr9	64175873	64175942	+	70	0	0	0	0	0	0	0	0
ENSMUSG00000095868.1	chr9	64176661	64176759	+	99	0	0	0	0	0	0	0	0
ENSMUSG00000064514.1	chr9	64177123	64177193	+	71	0	0	0	0	0	0	0	0
ENSMUSG00000032398.7	chr9	64179274	64183132	+	3859	587	798	641	520	790	1418	652	487
ENSMUSG00000004936.8	chr9	64185770	64253631	-	67862	1529	2023	1565	1429	2166	4928	2138	3476
ENSMUSG00000093239.1	chr9	64225523	64225649	+	127	0	0	0	0	0	0	0	0
ENSMUSG00000111160.1	chr9	64228339	64230795	+	2457	0	0	0	0	0	0	0	0
ENSMUSG00000035337.3	chr9	64235201	64236362	+	1162	0	0	0	1	0	0	0	0
ENSMUSG00000032397.7	chr9	64281581	64305424	+	23844	83	138	80	72	121	154	55	46
ENSMUSG00000088254.1	chr9	64295931	64296065	+	135	0	0	0	0	0	0	0	0
ENSMUSG00000032396.17	chr9	64306756	64341288	-	34533	565	750	620	533	808	1177	465	417
ENSMUSG00000036466.17	chr9	64385626	64709205	+	323580	0	1	0	0	0	2	0	0
ENSMUSG00000004771.12	chr9	64715299	64737758	-	22460	1107	1235	1182	952	1728	3193	1670	1857
ENSMUSG00000104953.1	chr9	64726624	64726730	-	107	0	0	0	0	0	0	0	0
ENSMUSG00000053641.9	chr9	64811340	64919667	+	108328	594	971	635	810	1247	3372	2314	3023
ENSMUSG00000089336.1	chr9	64881784	64881925	-	142	0	0	0	0	0	0	0	0
ENSMUSG00000034452.7	chr9	64922861	64951607	-	28747	0	0	0	0	0	0	0	0
ENSMUSG00000034263.13	chr9	64960905	64986978	+	26074	586	763	604	481	773	1264	556	515
ENSMUSG00000093119.1	chr9	64971669	64971793	-	125	0	0	0	0	0	0	0	0
ENSMUSG00000033629.6	chr9	64986983	65021693	-	34711	954	1337	1071	847	1259	2311	941	947
ENSMUSG00000032393.15	chr9	65032414	65082651	+	50238	3262	4618	3534	2850	4474	7303	3100	2961
ENSMUSG00000111471.1	chr9	65054882	65094355	-	39474	0	4	3	4	11	19	5	3
ENSMUSG00000032816.15	chr9	65101486	65137940	+	36455	3	3	4	21	4	3	4	3
ENSMUSG00000032394.6	chr9	65141189	65185872	+	44684	0	0	0	0	0	1	0	1
ENSMUSG00000032392.11	chr9	65195353	65239224	+	43872	56	86	64	45	51	109	44	30
ENSMUSG00000095738.1	chr9	65196572	65196687	-	116	1	15	40	22	23	21	2	9
ENSMUSG00000095892.1	chr9	65201726	65201841	-	116	7	23	46	44	36	21	4	19
ENSMUSG00000042254.14	chr9	65265180	65280605	+	15426	0	0	0	0	0	0	0	0
ENSMUSG00000015357.10	chr9	65294260	65330658	+	36399	505	660	512	411	766	1144	384	436
ENSMUSG00000059571.7	chr9	65297532	65297919	-	388	0	0	0	0	0	0	0	0
ENSMUSG00000111712.1	chr9	65332520	65345607	+	13088	0	6	1	1	4	0	0	1
ENSMUSG00000111725.1	chr9	65336174	65336897	-	724	0	0	0	0	0	0	0	0
ENSMUSG00000110913.1	chr9	65341988	65342174	-	187	0	0	0	0	0	0	0	0
ENSMUSG00000041837.4	chr9	65346104	65359643	+	13540	280	392	334	260	375	508	175	159
ENSMUSG00000086228.2	chr9	65361041	65380377	+	19337	6	24	10	13	2	7	0	9
ENSMUSG00000111092.1	chr9	65364887	65365946	+	1060	0	0	0	0	0	0	0	0
ENSMUSG00000054978.3	chr9	65388684	65391652	-	2969	0	0	0	0	0	0	0	0
ENSMUSG00000041696.14	chr9	65398506	65414853	+	16348	0	0	0	0	0	0	0	0
ENSMUSG00000053862.6	chr9	65412714	65422955	-	10242	0	0	0	0	0	1	0	1
ENSMUSG00000059183.12	chr9	65435782	65453054	+	17273	152	241	133	139	179	272	63	74
ENSMUSG00000111722.1	chr9	65453615	65460399	+	6785	8	12	7	5	10	11	1	0
ENSMUSG00000032388.7	chr9	65460947	65488470	+	27524	1621	2021	1645	1323	2097	3437	1595	1416
